"","IdEstablecimiento","OriginalGRD","Prediction"
"1",102100,0.768,0.855977356272285
"2",103102,-,0.948898912717081
"3",103101,0.6405,0.711085345825866
"4",103104,-,0.951023280075051
"5",103100,0.8502,0.897324310147698
"6",103103,-,0.948911010324836
"7",104103,0.732,0.726784173360649
"8",104104,-,0.881574669520965
"9",104100,0.7622,0.79391371695481
"10",104102,-,0.871574204729513
"11",104101,-,0.828960086185671
"12",105105,-,0.835150816529409
"13",105104,-,0.764911280325249
"14",105103,-,0.759684765086843
"15",105108,-,0.709195337989433
"16",105102,0.6664,0.742546748787635
"17",105107,-,0.810856905578921
"18",105101,0.9574,0.83394255708753
"19",105100,0.8919,0.816422385019505
"20",105106,-,0.709246768803924
"21",107110,-,0.954502318163848
"22",106103,0.6651,0.713388631917008
"23",106105,-,0.949842075004137
"24",106102,1.0217,1.05966240530276
"25",107102,0.732,0.764157368116966
"26",106100,1.0065,0.876060474079563
"27",107109,-,0.985154283200912
"28",107100,1.2024,0.938984606180433
"29",106104,-,0.949392049168573
"30",107101,0.7147,0.81578145972411
"31",107104,-,0.787013917852581
"32",108101,0.7301,0.65691610031676
"33",112107,-,0.950082425462823
"34",107107,-,0.843683470928234
"35",107105,-,0.827473008653059
"36",108105,-,0.949443279161908
"37",107106,-,0.811814385860736
"38",108100,0.7861,0.832108510155557
"39",107108,-,0.727670254790481
"40",107103,-,0.726584029300208
"41",108104,-,0.949054913487624
"42",108102,-,0.86803028208417
"43",115104,-,0.707812962972169
"44",115113,-,0.949366446073675
"45",115108,-,0.949136392112914
"46",115109,-,0.953962193918569
"47",115110,0.6386,0.68457083483858
"48",115107,0.7568,0.749637712938952
"49",115105,-,0.785072080144669
"50",115111,-,0.950399212944005
"51",115112,-,0.951362848375504
"52",115106,-,0.949364307182656
"53",115102,-,0.949065802885082
"54",115100,1.0005,0.965860001290176
"55",115114,-,0.95054222206979
"56",115101,-,0.948740219882635
"57",115103,-,0.958435639570058
"58",116108,0.7566,0.781283213193494
"59",116112,-,0.949698567460589
"60",116109,-,0.74275417053201
"61",116105,0.9832,0.981222732559119
"62",116107,-,0.781618630310955
"63",116104,-,0.949293911932951
"64",116106,-,0.949603365810345
"65",116103,-,0.949375895501218
"66",116101,-,0.950129249843551
"67",116111,-,0.739139451088887
"68",116102,-,0.949843724606711
"69",116110,0.6308,0.733745406282968
"70",116100,0.772,0.812069510824488
"71",120104,-,0.837014422163322
"72",128112,-,0.82324130708777
"73",128111,-,0.714261494848447
"74",120102,-,0.771099195161201
"75",120106,-,0.813945664080307
"76",128110,-,0.741406363819957
"77",120103,-,0.807178198174595
"78",128109,0.6382,0.673930690290735
"79",120101,0.777,0.831088139168402
"80",120105,-,0.778255027981671
"81",120107,-,0.757008078139687
"82",118107,-,0.808367038753072
"83",128113,-,0.800408232151236
"84",118103,-,0.964900034082931
"85",118106,-,0.712980243435741
"86",119101,-,0.782296363797973
"87",119102,-,0.797054978901377
"88",119100,0.9047,0.903625394419273
"89",118108,-,0.736530555331765
"90",118100,1.0688,0.950846782944268
"91",121110,0.7607,0.802191580794425
"92",121112,-,0.828967136548748
"93",121115,-,0.796343202668736
"94",121109,0.9671,0.991795990154721
"95",121118,-,0.828291001598708
"96",200717,-,0.949443279161908
"97",121116,-,0.785692966777514
"98",121121,0.5786,0.667879880709726
"99",121119,-,0.826341799880695
"100",121120,-,0.76617637944836
"101",121113,-,0.722334440819068
"102",121114,0.7607,0.813645753188374
"103",129107,-,0.949243878119553
"104",129108,-,0.949471508974092
"105",129104,-,0.74223990675698
"106",121111,-,0.755530952256859
"107",129100,0.6401,0.744487597342976
"108",121117,0.6486,0.731604919481507
"109",129101,-,0.94992186316746
"110",129103,-,0.952354175329548
"111",129106,0.7034,0.698197657944921
"112",123105,-,0.9494176602292
"113",123104,-,0.949443279161908
"114",123100,0.8411,0.878068856778435
"115",123102,-,0.949374366796644
"116",123101,-,0.78656675170144
"117",123103,-,0.949213000024747
"118",124115,-,0.861308155794986
"119",124120,-,0.949365559495218
"120",124110,-,0.860068419925059
"121",124105,0.8958,0.885564396132216
"122",124130,-,0.841905667085086
"123",124125,-,0.876299765792626
"124",133150,0.8261,0.768725918754575
"125",133170,-,0.9494176602292
"126",200076,-,0.949315264155495
