hospital_id,hospital_fns_id,region,row_index,21_value,22_value
101100,103,,7943,25392597,15200599
102100,203,,7946,34817202,16278222
201319,204,,7947,2046763,728890
103100,303,,7950,37125042,22816537
103101,304,,7951,14232097,6885763
103102,305,,7952,3898322,1846098
103103,306,,7953,1960301,564207
103104,307,,7954,1277018,367076
104100,403,,7958,22460094,13954195
104101,404,,7959,1548190,330478
104103,406,,7961,10276237,5372515
104104,407,,7962,1455720,354092
105100,503,,7965,22738148,15399213
105101,504,,7966,24200718,15386566
105102,505,,7967,13836176,6691882
105103,506,,7968,4691837,1492103
105104,507,,7969,2296071,766217
105105,508,,7970,1409023,412227
105106,509,,7971,1338943,439773
105107,5010,,7972,1736644,574229
105108,5011,,7973,2364948,756338
106100,603,,7976,42045607,25104513
106103,604,,7977,10261054,6629571
106104,605,,7978,4491094,1668370
106105,606,,7979,1854139,623964
106102,607,,7980,9909762,4704846
107100,703,,7984,42001939,38349092
107101,704,,7985,16093614,10177641
107102,705,,7986,13322994,5833849
107103,706,,7987,3892351,1064396
107110,707,,7988,2083637,508099
107104,708,,7989,4052155,1357560
107105,709,,7990,3385429,1209726
107106,7010,,7991,1593271,605881
107107,7011,,7992,1194640,389810
107108,7012,,7993,2555400,1151261
107109,7013,,7994,3740877,1497731
108100,803,,7997,14215431,6839934
108101,804,,7998,11535972,6459984
108102,805,,7999,2271780,785993
108104,806,,8000,1127502,360351
108105,807,,8001,6371934,2021925
115100,903,,8007,39835747,34958429
115101,904,,8008,2098293,644116
115102,905,,8009,1142719,315766
115103,906,,8010,1702778,403072
115104,907,,8011,4532520,6905086
115105,908,,8012,2859633,1319195
115106,909,,8013,1038751,368420
115107,9010,,8014,11117569,8006857
115108,9011,,8015,1538779,518001
115109,9012,,8016,1222251,428694
115110,9013,,8017,6515829,4055133
115111,9014,,8018,862690,315862
115112,9015,,8019,1500686,685080
115113,9016,,8020,887689,260710
115114,9017,,8021,928693,275296
116100,1003,,8024,20912742,15387518
116101,1004,,8025,1585787,358684
116102,1005,,8026,2788810,622635
116103,1006,,8027,1159122,401316
116104,1007,,8028,1276276,343032
116105,1008,,8029,44028946,27293000
116106,1009,,8030,1190408,295327
116107,10010,,8031,4135485,1621337
116108,10011,,8032,17448240,7514351
116109,10012,,8033,3286542,1017954
116110,10013,,8034,4325441,1754337
116111,10014,,8035,5546485,1641281
116112,10015,,8036,1225813,353999
117101,1103,,8039,38370880,21109088
117102,1104,,8040,10453722,5012993
117103,1105,,8041,2675943,1054541
117104,1106,,8042,2074286,835324
117106,1107,,8043,2276596,937653
117108,1108,,8044,2466045,880017
117107,1109,,8045,1962789,914453
118100,1203,,8050,71220503,47736367
118103,1204,,8051,6387310,6000231
118105,1205,,8052,10048411,2741021
118106,1206,,8053,7986068,2647823
118107,1207,,8054,1712938,707168
118108,1208,,8055,1349910,407791
119100,1303,,8060,37278129,26075226
119101,1304,,8061,6934490,2448328
119102,1305,,8062,4862935,2265661
120107,1404,,8067,2748704,1394489
120105,1405,,8068,41560558,30651709
120101,1406,,8069,3264206,1395061
120102,1407,,8070,2752286,1055857
120103,1408,,8071,2234703,935446
120104,1409,,8072,2300236,858404
120106,14010,,--,--,--
128113,1503,,8075,5370773,2676990
128111,1504,,8076,8484380,3241215
128112,1505,,8077,1329709,601729
128109,1506,,8078,11962537,4584513
128110,1507,,8079,4187911,1949038
129100,1603,,8082,12339024,5065518
129106,1604,,8083,12916602,5909703
129104,1605,,8084,3710138,1094689
129103,1606,,8085,2733521,790847
129101,1607,,8086,1849607,597161
129107,1608,,8087,2395772,708171
129108,1609,,8088,1816867,466920
121113,1704,,8092,1583995,557850
121114,1705,,8093,7031641,4541105
121121,1706,,8094,5941143,2749233
121115,1707,,8095,1743969,628212
121119,1708,,8096,1470145,657487
121117,1709,,8097,3861784,2079707
121116,17010,,8098,1438863,523809
121118,17011,,8099,1473378,452829
121111,17012,,8100,1368944,473515
121110,17013,,8101,5660202,4063593
121120,17014,,8102,1987162,829889
121112,17015,,8103,1334536,623214
121109,17016,,8104,55530717,46239240
200717,17017,,--,--,--
122100,1803,,8107,35782382,27812331
122101,1804,,8108,1260672,428938
122102,1805,,8109,1307785,451279
122103,1806,,8110,1966252,578578
122104,1807,,8111,3811051,1623127
122105,1808,,8112,2364298,891583
122106,1809,,8113,2004785,442120
122200,18011,,--,--,--
123100,1903,,8117,32775154,18792750
123103,1904,,8118,1654077,377705
123101,1905,,8119,2415130,1031092
123102,1906,,8120,2013719,358734
123105,1908,,8122,729630,239336
124130,2003,,8125,3597068,1242939
124120,2005,,8127,1754256,685292
124115,2006,,8128,1480075,606405
124145,2007,,8129,1064850,481651
124110,2008,,8130,1174275,456423
124125,2009,,8131,1415048,539925
124140,20010,,8132,943829,285173
124105,20011,,8133,48064746,31393304
125104,2104,,8138,1492423,274947
125102,2105,,8139,1661223,359601
125103,2106,,8140,1422350,204735
125100,2107,,8141,26795868,11963352
125101,2108,,8142,6289069,1621196
126102,2203,,8147,1499151,463739
126101,2204,,8148,4578787,1759708
126100,2205,,8149,28776202,17080809
126704,22012,,--,--,--
112103,2303,,8158,11315296,15153065
112102,2304,,8159,21585608,19375610
112101,2305,,8160,18435577,11385778
112100,2306,,8161,32682292,41189035
112106,2307,,8162,3206856,998061
112104,2308,,8163,10685380,8867831
112105,2309,,8164,2622068,1362208
112107,23010,,8165,3271875,1974614
114104,23011,,--,--,--
111195,2405,,8170,37483448,19520252
111100,2404,,8169,49701862,45045838
111101,2406,,8171,38992526,22831552
111351,3001,,8206,32407071,19452785
113100,2503,,8174,55722132,38477100
113160,2504,,8175,3906305,10722091
113130,2505,,8176,16108755,7957591
113150,2506,,8177,7811906,2145206
113170,2507,,8178,4257629,1384736
113180,2508,,8179,22243878,11662618
109104,2604,,8183,1923797,787293
109101,2605,,8184,24717072,11323525
109100,2606,,8185,45818340,28667963
109103,2607,,8186,10859582,7081239
109102,2608,,8187,11666584,5384748
110160,2704,,8191,3313645,986458
110150,2705,,8192,12047418,5257793
110140,2706,,8193,5136369,1346493
110130,2707,,8194,10280669,4784795
110120,2708,,8195,30728043,24028614
110100,2709,,8196,45967788,38504571
110110,27010,,8197,6712129,7040707
114101,2803,,8200,0,0
114102,2804,,8201,0,0
114105,2805,,8202,73511288,46531780
114103,2807,,8204,37678859,28573475
133150,3202,,--,--,--
133165,3203,,--,--,--
133160,3204,,--,--,--
133170,3205,,--,--,--
133155,3206,,--,--,--
123104,1907,,8121,805996,265254
104102,405,,7960,1451544,381151
133150,3302,,8210,15909737,6131349
133165,3303,,8211,3698539,1030713
133160,3304,,8212,1766792,275241
133170,3305,,8213,991356,209104
133155,3306,,8214,8659868,3051890
111351,3101,,8207,4100360,2082545
