hospital_id,hospital_fns_id,region,row_index,21_value,22_value
129108,1609,,8088,1623929,440387
121113,1704,,8092,1328041,529392
121114,1705,,8093,6010954,3892987
121121,1706,,8094,5087320,2530751
121115,1707,,8095,1522842,576999
121119,1708,,8096,1272488,621977
121117,1709,,8097,3138081,2383351
121116,17010,,8098,1265136,476843
121118,17011,,8099,1246906,441797
121111,17012,,8100,1213454,415078
121110,17013,,8101,3413831,2309253
121120,17014,,8102,1791346,827406
121112,17015,,8103,1129472,512905
121109,17016,,8104,50213667,39670003
200717,17017,,--,--,--
122100,1803,,8107,31657539,23785821
122101,1804,,8108,1188075,352459
122102,1805,,8109,1145470,357642
122103,1806,,8110,1611098,489827
122104,1807,,8111,3354705,1410689
122105,1808,,8112,2195887,788939
122106,1809,,8113,1764320,375042
122200,18011,,--,--,--
123100,1903,,8117,29405806,16529623
123103,1904,,8118,1473678,363279
123101,1905,,8119,2221444,1021896
123102,1906,,8120,1784664,338584
123105,1908,,8122,608777,179877
124130,2003,,8125,3133682,952025
124120,2005,,8127,1475662,492480
124115,2006,,8128,1315436,467765
124145,2007,,8129,890017,368380
124110,2008,,8130,1082614,349601
124125,2009,,8131,1172209,457007
124140,20010,,8132,812599,248568
124105,20011,,8133,41129908,27169136
125104,2104,,8138,1408445,249076
125102,2105,,8139,1514387,259883
125103,2106,,8140,1475169,210795
125100,2107,,8141,23501725,8852133
125101,2108,,8142,5332806,1586236
126102,2203,,8147,1367799,333418
126101,2204,,8148,3510296,1403545
126100,2205,,8149,25512039,15118230
126704,22012,,--,--,--
112103,2303,,8158,9821379,13455105
112102,2304,,8159,19016128,18796878
112101,2305,,8160,16009128,11690273
112100,2306,,8161,29165632,41610164
112106,2307,,8162,2952074,1038299
112104,2308,,8163,9565585,7774173
112105,2309,,8164,2313463,1561073
112107,23010,,8165,2885821,1855365
114104,23011,,--,--,--
111195,2405,,8170,32905541,17331995
111100,2404,,8169,44657255,46689070
111101,2406,,8171,30137508,18959262
111351,3001,,8206,28265460,18020991
113100,2503,,8174,49983016,35378270
113160,2504,,8175,3527244,11526093
113130,2505,,8176,14058971,7061737
113150,2506,,8177,6834075,1973281
113170,2507,,8178,3961642,1274293
113180,2508,,8179,19801315,10321891
109104,2604,,8183,1684997,464412
109101,2605,,8184,22171501,10497970
109100,2606,,8185,40503837,27225198
109103,2607,,8186,8278597,7780656
109102,2608,,8187,9507952,4926520
110160,2704,,8191,2685920,1008981
110150,2705,,8192,10318322,4578776
110140,2706,,8193,4469196,1283619
110130,2707,,8194,9044381,4285196
110120,2708,,8195,26295988,20743304
110100,2709,,8196,39901477,37422745
110110,27010,,8197,5949573,6497957
114101,2803,,8200,0,172
114102,2804,,8201,0,0
114105,2805,,8202,67096400,37801048
114103,2807,,8204,32243771,23170209
133150,3202,,--,--,--
133165,3203,,--,--,--
133160,3204,,--,--,--
133170,3205,,--,--,--
133155,3206,,--,--,--
123104,1907,,8121,678240,197360
104102,405,,7960,1439561,321183
133150,3302,,8210,13827905,4867959
133165,3303,,8211,3090543,1020576
133160,3304,,8212,1835275,262311
133170,3305,,8213,849404,160124
133155,3306,,8214,7060388,2137362
111351,3101,,8207,2653580,4218911
