"","IdEstablecimiento","OriginalGRD","Prediction"
"164",109101,1.0534,1.09061017392762
"165",110120,0.7667,0.778111104338625
"166",110160,-,1.07710390040374
"167",109102,-,1.07710390040374
"168",112104,1.7301,1.43384218618256
"169",112102,1.2591,1.17734276322574
"170",112106,-,1.07710390040374
"171",110110,1.1973,1.07710390040374
"172",112105,-,1.07710390040374
"173",112100,1.1381,1.16408463533159
"174",122103,-,0.992852832324765
"175",122104,-,0.994567202966511
"176",122106,-,0.992852832324765
"177",122105,-,0.946773202481115
"178",122102,-,0.992852832324765
"179",122100,0.8749,0.853589732089509
"180",122200,-,1.01135181823604
"181",122101,-,1.07710390040374
"182",101100,0.768,0.766981155259761
"183",117104,-,1.01135181823604
"184",117106,-,1.01135181823604
"185",117102,0.7066,0.64946100765902
"186",117108,-,1.07710390040374
"187",117101,0.7968,0.794284501655087
