"","IdEstablecimiento","OriginalGRD","Prediction"
"1",102100,0.7467,0.741361500706933
"2",103102,-,1.01135181823604
"3",103101,0.6124,0.770050505373454
"4",103104,-,1.07710390040374
"5",103100,0.8394,0.836809394961389
"6",103103,-,1.07710390040374
"7",104103,0.7196,1.02732309174845
"8",104104,-,1.07710390040374
"9",104100,0.7169,0.757858600389776
"10",104102,-,1.07710390040374
"11",104101,-,1.07710390040374
"12",105105,-,1.07710390040374
"13",105104,-,0.992852832324765
"14",105103,-,0.992852832324765
"15",105108,-,0.929073483963623
"16",105102,0.6661,0.668842589920111
"17",105107,-,1.01135181823604
"18",105101,0.9151,0.716505216627619
"19",105100,0.8397,0.795782575249552
"20",105106,-,1.01135181823604
"21",107110,-,1.07710390040374
"22",106103,0.6537,0.657377894989835
"23",106105,-,1.07710390040374
"24",106102,1.0308,1.17686781956236
"25",107102,0.6803,0.781992908806551
"26",106100,0.9459,0.825929080407642
"27",107109,-,1.07710390040374
"28",107100,1.1489,0.873547701314401
"29",106104,-,1.07710390040374
"30",107101,0.7213,0.742693492119293
"31",107104,-,0.992852832324765
"32",108101,0.7002,0.683004788088553
"33",112107,-,1.07710390040374
"34",107107,-,1.07710390040374
"35",107105,-,1.01135181823604
"36",108105,-,1.07710390040374
"37",107106,-,1.01135181823604
"38",108100,0.7435,0.745089708785468
"39",107108,-,0.992852832324765
"40",107103,-,0.946773202481115
"41",108104,-,1.07710390040374
"42",108102,-,1.07710390040374
"43",115104,-,0.630195328352187
"44",115113,-,1.07710390040374
"45",115108,-,1.07710390040374
"46",115109,-,1.07710390040374
"47",115110,0.6321,0.659159088239446
"48",115107,0.6803,0.664132428590292
"49",115105,-,0.940019044699098
"50",115111,-,1.07710390040374
"51",115112,-,1.07710390040374
"52",115106,-,1.07710390040374
"53",115102,-,1.07710390040374
"54",115100,0.9511,0.928005387006697
"55",115114,-,1.07710390040374
"56",115101,-,1.07710390040374
"57",115103,-,1.07710390040374
"58",116108,0.7236,0.732303016000059
"59",116112,-,1.07710390040374
"60",116109,-,0.946773202481115
"61",116105,0.9383,0.816569003960064
"62",116107,-,0.994567202966511
"63",116104,-,1.07710390040374
"64",116106,-,1.07710390040374
"65",116103,-,1.07710390040374
"66",116101,-,1.07710390040374
"67",116111,-,0.934908570748488
"68",116102,-,1.07710390040374
"69",116110,0.5806,0.933437455400502
"70",116100,0.7617,0.773074454187049
"71",120104,-,1.07710390040374
"72",128112,-,1.01135181823604
"73",128111,-,0.946773202481115
"74",120102,-,0.992852832324765
"75",120106,-,1.01135181823604
"76",128110,-,0.946773202481115
"77",120103,-,0.992852832324765
"78",128109,0.623,0.934908570748488
"79",120101,0.7382,0.832437875522505
"80",120105,-,0.992852832324765
"81",120107,-,0.992852832324765
"82",118107,-,1.07710390040374
"83",128113,-,0.946773202481115
"84",118103,-,1.07710390040374
"85",118106,-,0.934908570748488
"86",119101,-,0.933437455400502
"87",119102,-,0.946773202481115
"88",119100,0.8346,0.848801516319301
"89",118108,-,1.07710390040374
"90",118100,1.0061,0.966060039363511
"91",121110,-,1.11021155899789
"92",121112,-,0.992852832324765
"93",121115,-,0.992852832324765
"94",121109,0.9451,0.910591353737325
"95",121118,-,0.992852832324765
"96",200717,-,1.07710390040374
"97",121116,-,0.992852832324765
"98",121121,-,0.770050505373454
"99",121119,-,0.992852832324765
"100",121120,-,0.992852832324765
"101",121113,-,0.929073483963623
"102",121114,0.7162,1.22485003230993
"103",129107,-,1.07710390040374
"104",129108,-,1.07710390040374
"105",129104,-,0.992852832324765
"106",121111,-,0.946773202481115
"107",129100,0.6187,0.691596011575235
"108",121117,-,0.933437455400502
"109",129101,-,1.07710390040374
"110",129103,-,1.07710390040374
"111",129106,0.6955,0.786703643867578
"112",123105,-,1.07710390040374
"113",123104,-,1.07710390040374
"114",123100,0.8032,0.789622206241221
"115",123102,-,1.07710390040374
"116",123101,-,0.992852832324765
"117",123103,-,1.07710390040374
"118",124115,-,1.07710390040374
"119",124120,-,1.07710390040374
"120",124110,-,0.604085986135492
"121",124105,0.8603,0.823629741399197
"122",124130,-,0.992852832324765
"123",124125,-,1.07710390040374
"124",133150,0.788,0.702589153194458
"125",133170,-,1.07710390040374
"126",200076,-,1.07710390040374
"127",133165,-,0.929316739257384
"128",124145,-,1.07710390040374
"129",124140,-,1.07710390040374
"130",133160,-,1.01135181823604
"131",133155,-,0.940019044699098
"132",125103,-,1.07710390040374
"133",125104,-,1.07710390040374
"134",125102,-,1.07710390040374
"135",125100,0.7639,0.821974828692419
"136",125101,-,1.01135181823604
"137",126101,-,0.929316739257384
"138",126100,0.8532,0.812126581805865
"139",126102,-,1.07710390040374
"140",126704,-,1.07710390040374
"141",109103,-,1.1471821678112
"142",111195,1.2195,1.23563626383054
"143",114104,-,1.07710390040374
"144",113130,1.0708,1.09581032190042
"145",113100,0.9089,0.903507034003823
"146",113160,-,0.952608289265979
"147",112101,0.6829,0.768024948539952
"148",111101,0.7695,0.788926308700381
"149",114105,0.876,0.80915725066359
"150",114103,0.6699,0.725328670170214
"151",114101,0.859,0.892398496811413
"152",113170,-,1.07710390040374
"153",113180,0.7768,0.897231710290473
"154",110140,-,0.609720807364185
"155",114102,-,1.07710390040374
"156",110130,0.6598,0.654440505389145
"157",110150,0.6335,0.660363446400909
"158",113150,0.5656,0.674587395586668
"159",110100,0.9959,0.916795045895702
"160",112103,1.7059,1.45466175037242
"161",111100,0.872,0.827414271159882
"162",109104,-,1.07710390040374
"163",109100,0.7862,0.84239283465905
