hospital_id,hospital_fns_id,region,row_index,21_value,22_value
112102,2304,,8447,36073534,31819688
112101,2305,,8448,33367886,18370580
112100,2306,,8449,61105387,88129654
112106,2307,,8450,5591526,1814029
112104,2308,,8451,15735736,12462698
112105,2309,,8452,4845894,1816183
112107,23010,,8453,6631021,4350147
114104,23011,,8454,5018022,2325215
111195,2405,,8459,74097516,34308726
111100,2404,,8458,81228967,59237500
111101,2406,,8460,84948977,46774906
111351,3001,,8496,58785095,36195312
113100,2503,,8464,87674612,65015225
113160,2504,,8465,6725031,11717464
113130,2505,,8466,29345887,14470966
113150,2506,,8467,14481989,4351346
113170,2507,,8468,5788191,1803480
113180,2508,,8469,40092129,20270224
109104,2604,,8473,3624774,953922
109101,2605,,8474,38007211,15184190
109100,2606,,8475,77941819,60577736
109103,2607,,8476,20611160,16668540
109102,2608,,8477,16641541,7625487
110160,2704,,8481,5550901,1908747
110150,2705,,8482,19925701,9569004
110140,2706,,8483,9260856,3891943
110130,2707,,8484,21147486,14972584
110120,2708,,8485,77431581,33554598
110100,2709,,8486,72713280,75560595
110110,27010,,8487,9397381,11541917
114101,2803,,8490,0,0
114102,2804,,8491,129818295,86838994
114105,2805,,8492,11613015,4008797
114103,2807,,8494,9491560,7079159
133150,3202,,--,--,--
133165,3203,,--,--,--
133160,3204,,--,--,--
133170,3205,,--,--,--
133155,3206,,--,--,--
123104,1907,,8407,1902013,589722
104102,405,,8241,2295139,569499
133150,3302,,8500,27838554,11412652
133165,3303,,8501,7514626,3134953
133160,3304,,8502,3162157,988923
133170,3305,,8503,1918801,528691
133155,3306,,8504,16083761,6205591
111351,3101,,8497,6650185,5749860
