hospital_id,hospital_fns_id,region,row_index,21_value,22_value
129101,1607,,8199,2001911,682133
129107,1608,,8200,2589734,776837
129108,1609,,8201,1996409,512396
121113,1704,,8205,1769246,684013
121114,1705,,8206,8043820,5955764
121121,1706,,8207,6950856,3642178
121115,1707,,8208,1913258,738128
121119,1708,,8209,1615914,714871
121117,1709,,8210,5488530,2988012
121116,17010,,8211,1663841,627647
121118,17011,,8212,1754240,571901
121111,17012,,8213,1468860,547229
121110,17013,,8214,7329878,4994411
121120,17014,,8215,2271470,1132645
121112,17015,,8216,1508209,720210
121109,17016,,8217,60287182,53265696
200717,17017,,--,--,--
122100,1803,,8220,38382355,32554523
122101,1804,,8221,1273275,569091
122102,1805,,8222,1421144,474076
122103,1806,,8223,2436888,727672
122104,1807,,8224,4251823,1617285
122105,1808,,8225,2540230,837113
122106,1809,,8226,2100583,475967
122200,18011,,8228,0,0
123100,1903,,8231,35541318,19977484
123103,1904,,8232,1780163,413313
123101,1905,,8233,2674813,1245670
123102,1906,,8234,2154724,452559
123105,1908,,8236,951114,350221
124130,2003,,8239,4383720,1389589
124120,2005,,8241,1941195,846558
124115,2006,,8242,1685410,703023
124145,2007,,8243,1411466,635812
124110,2008,,8244,1382398,486141
124125,2009,,8245,1639719,643381
124140,20010,,8246,1038664,309275
124105,20011,,8247,54021029,36787819
125104,2104,,8252,1737129,301199
125102,2105,,8253,1735489,377815
125103,2106,,8254,1590203,242568
125100,2107,,8255,28168891,12575417
125101,2108,,8256,8426987,2023958
126102,2203,,8261,1905232,625898
126101,2204,,8262,6346927,2385318
126100,2205,,8263,32374616,20652296
126704,22012,,8270,894661,477376
112103,2303,,8273,12042491,16052316
112102,2304,,8274,23188704,21244488
112101,2305,,8275,20452277,11085765
112100,2306,,8276,35756463,46492437
112106,2307,,8277,3273353,990052
112104,2308,,8278,11510434,9112487
112105,2309,,8279,2894661,1468074
112107,23010,,8280,3349031,1923137
114104,23011,,--,--,--
111195,2405,,8285,43316395,25104974
111100,2404,,8284,54414626,48381619
111101,2406,,8286,44095278,27684440
111351,3001,,8322,37233369,19857190
113100,2503,,8289,61428500,40765114
113160,2504,,8290,4228084,12406466
113130,2505,,8291,17824033,8770461
113150,2506,,8292,8541471,2308147
113170,2507,,8293,4457044,1680667
113180,2508,,8294,24345156,11706309
109104,2604,,8298,2141038,543809
109101,2605,,8299,26533253,11395597
109100,2606,,8300,50458037,30840894
109103,2607,,8301,12476524,8169497
109102,2608,,8302,12265532,5210086
110160,2704,,8306,3662361,1028609
110150,2705,,8307,13041486,5548852
110140,2706,,8308,5606699,1692135
110130,2707,,8309,11017930,5513611
110120,2708,,8310,35080259,26871639
110100,2709,,8311,50732280,40573052
110110,27010,,8312,7076818,7821537
114101,2803,,8315,0,0
114102,2804,,8316,0,0
114105,2805,,8317,84219123,50353809
114103,2807,,8319,40374120,32187984
133150,3202,,--,--,--
133165,3203,,--,--,--
133160,3204,,--,--,--
133170,3205,,--,--,--
133155,3206,,--,--,--
123104,1907,,8235,977731,329006
104102,405,,8072,1502288,395248
133150,3302,,8326,17695879,6591644
133165,3303,,8327,4160694,1773706
133160,3304,,8328,1910947,417406
133170,3305,,8329,1175933,307888
133155,3306,,8330,9913309,3845152
111351,3101,,8323,4865849,2568820
