hospital_id,hospital_fns_id,region,row_index,21_value,22_value
109102,2608,,8187,8557075,4311417
110160,2704,,8191,2217199,642908
110150,2705,,8192,8015688,4248971
110140,2706,,8193,3944285,1158943
110130,2707,,8194,7518123,3284928
110120,2708,,8195,23369931,15524731
110100,2709,,8196,35301774,35296769
110110,27010,,8197,5362731,5936025
114101,2803,,8200,128682,172648
114102,2804,,8201,24825,275877
114105,2805,,8202,56699128,36817702
114103,2807,,8204,19726371,15300928
133150,3202,,--,--,--
133165,3203,,--,--,--
133160,3204,,--,--,--
133170,3205,,--,--,--
133155,3206,,--,--,--
123104,1907,,8121,580478,194604
104102,405,,7960,1245973,277613
