hospital_id,hospital_fns_id,region,row_index,21_value,22_value
101100,103,,8195,33096006,18779664
102100,203,,8198,48149827,18335678
201319,204,,8199,2485076,955538
103100,303,,8202,59550135,40618830
103101,304,,8203,22271985,10462555
103102,305,,8204,4955224,2303395
103103,306,,8205,2690748,811897
103104,307,,8206,1856622,634214
104100,403,,8211,29308286,15909323
104101,404,,8212,2001677,399006
104103,406,,8214,13706512,7321064
104104,407,,8215,1852665,363248
105100,503,,8218,31704043,23537658
105101,504,,8219,33726087,23945032
105102,505,,8220,23035768,10912014
105103,506,,8221,7139493,2509217
105104,507,,8222,3486473,1570721
105105,508,,8223,2246681,657884
105106,509,,8224,1767938,699929
105107,5010,,8225,2450575,911654
105108,5011,,8226,3283223,1229482
106100,603,,8229,50823380,29480956
106103,604,,8230,13594411,7903548
106104,605,,8231,5748247,2042561
106105,606,,8232,2530334,892864
106102,607,,8233,12988790,5916748
107100,703,,8237,56341420,44804928
107101,704,,8238,20265726,11990646
107102,705,,8239,17755025,7942737
107103,706,,8240,5051299,1390701
107110,707,,8241,2848924,750737
107104,708,,8242,5338439,1424748
107105,709,,8243,4690728,1262289
107106,7010,,8244,1988083,664012
107107,7011,,8245,1504112,301695
107108,7012,,8246,3727904,1773327
107109,7013,,8247,5379000,1852681
108100,803,,8250,18321076,8441600
108101,804,,8251,14760076,8219998
108102,805,,8252,2918618,695309
108104,806,,8253,1697652,406000
108105,807,,8254,6912652,2132298
115100,903,,8262,59679307,37082080
115101,904,,8263,3028939,746366
115102,905,,8264,1854371,419742
115103,906,,8265,2323522,642108
115104,907,,8266,6218558,9400986
115105,908,,8267,4017873,2315565
115106,909,,8268,1506731,394314
115107,9010,,8269,14738515,11084811
115108,9011,,8270,2780671,909164
115109,9012,,8271,1630372,346104
115110,9013,,8272,8110379,7785388
115111,9014,,8273,1084261,400667
115112,9015,,8274,2238325,900821
115113,9016,,8275,1388741,328826
115114,9017,,8276,1416179,318115
116100,1003,,8279,25742524,22021788
116101,1004,,8280,2211468,731279
116102,1005,,8281,3267206,916898
116103,1006,,8282,1503559,546978
116104,1007,,8283,1651448,392239
116105,1008,,8284,63715817,35954548
116106,1009,,8285,1766733,341534
116107,10010,,8286,5345507,1807835
116108,10011,,8287,21738313,11256671
116109,10012,,8288,4346090,1812267
116110,10013,,8289,5771356,1936143
116111,10014,,8290,7049158,2466239
116112,10015,,8291,1837362,440160
117101,1103,,8294,47918047,27187163
117102,1104,,8295,13600994,6762007
117103,1105,,8296,3611164,1466907
117104,1106,,8297,2863480,1138306
117106,1107,,8298,2956035,900000
117108,1108,,8299,3090738,1083803
117107,1109,,8300,2572046,1064015
118100,1203,,8305,93791642,61306097
118103,1204,,8306,8665298,8216196
118105,1205,,8307,12908784,3846210
118106,1206,,8308,10569740,3642383
118107,1207,,8309,2175748,611280
118108,1208,,8310,2334265,848531
119100,1303,,8315,48252009,35389470
119101,1304,,8316,9427368,3580442
119102,1305,,8317,9412205,4373774
120107,1404,,8322,2540434,919852
120105,1405,,8323,3643169,1543471
120101,1406,,8324,55159197,45289415
120102,1407,,8325,4047726,1588970
120103,1408,,8326,3447860,1165091
120104,1409,,8327,2950002,1038567
120106,14010,,8328,2981845,1036223
128113,1503,,8331,6575487,2983638
128111,1504,,8332,10529120,3913255
128112,1505,,8333,1805887,751905
128109,1506,,8334,14532538,5729752
128110,1507,,8335,6016327,2020646
129100,1603,,8338,15816219,5393345
129106,1604,,8339,16043137,6678198
129104,1605,,8340,4810739,1687378
129103,1606,,8341,3144328,1017333
129101,1607,,8342,2065617,775962
129107,1608,,8343,2828847,1073529
129108,1609,,8344,2263203,547555
121113,1704,,8348,2890645,1160099
121114,1705,,8349,12689002,8033244
121121,1706,,8350,8739386,4096290
121115,1707,,8351,2907600,997363
121119,1708,,8352,2132505,835863
121117,1709,,8353,9710146,5018836
121116,17010,,8354,2146061,752255
121118,17011,,8355,2061463,744044
121111,17012,,8356,2036408,712431
121110,17013,,8357,9936238,5788597
121120,17014,,8358,2586123,1537428
121112,17015,,8359,1942607,830744
121109,17016,,8360,69850033,61398923
200717,17017,,--,--,--
122100,1803,,8363,44718404,38586618
122101,1804,,8364,1592014,529814
122102,1805,,8365,1664166,494423
122103,1806,,8366,3279639,840194
122104,1807,,8367,4902951,1800600
122105,1808,,8368,3219282,974888
122106,1809,,8369,2413008,472086
122200,18011,,8371,2017100,960341
123100,1903,,8374,41653613,22669638
123103,1904,,8375,1923400,519970
123101,1905,,8376,3195206,1302953
123102,1906,,8377,2566281,564560
123105,1908,,8379,1473699,440353
124130,2003,,8382,5192120,1603866
124120,2005,,8384,2357504,1048667
124115,2006,,8385,2282241,1068776
124145,2007,,8386,2051145,651317
124110,2008,,8387,1714451,640791
124125,2009,,8388,2011140,873473
124140,20010,,8389,1517666,362925
124105,20011,,8390,65400636,44831789
125104,2104,,8396,1936519,376386
125102,2105,,8397,2121380,530264
125103,2106,,8398,1976265,387439
125100,2107,,8399,31633831,14033033
125101,2108,,8400,11940872,3359359
126102,2203,,8405,2853643,1039706
126101,2204,,8406,10143718,3773671
126100,2205,,8407,38877720,22044809
126704,22012,,8414,1189652,618889
112103,2303,,8417,13648294,19718996
112102,2304,,8418,26886689,22793960
112101,2305,,8419,24161099,12165326
112100,2306,,8420,41885329,63181870
112106,2307,,8421,3816521,1146261
112104,2308,,8422,12640461,9916206
112105,2309,,8423,3377108,1294397
112107,23010,,8424,4031299,2631823
114104,23011,,--,--,--
111195,2405,,8429,41149818,21824619
111100,2404,,8428,64704125,53869855
111101,2406,,8430,48981010,30607028
111351,3001,,8467,40922016,23110923
113100,2503,,8434,68663139,52793207
113160,2504,,8435,4712543,11787631
113130,2505,,8436,23868530,11773345
113150,2506,,8437,10275293,2556303
113170,2507,,8438,5126368,1716975
113180,2508,,8439,28623582,13283992
109104,2604,,8443,2412796,604614
109101,2605,,8444,29858170,13230710
109100,2606,,8445,60220897,31864397
109103,2607,,8446,14977700,10368986
109102,2608,,8447,13331639,5460223
110160,2704,,8451,4087412,1207526
110150,2705,,8452,14884966,6319227
110140,2706,,8453,6286959,2337467
110130,2707,,8454,12366401,6128813
110120,2708,,8455,41107526,28385369
110100,2709,,8456,58409027,52464325
110110,27010,,8457,8232289,10392484
114101,2803,,8460,0,0
114102,2804,,8461,0,0
114105,2805,,8462,97968222,62695099
114103,2807,,8464,48078111,39141243
133150,3202,,--,--,--
133165,3203,,--,--,--
133160,3204,,--,--,--
133170,3205,,--,--,--
133155,3206,,--,--,--
123104,1907,,8378,1518304,485834
104102,405,,8213,1796669,415106
133150,3302,,8471,21582755,7575461
133165,3303,,8472,5157420,2027215
133160,3304,,8473,2338337,483509
133170,3305,,8474,1358076,322743
133155,3306,,8475,10946530,4516582
111351,3101,,8468,5201816,5082772
