hospital_id,hospital_fns_id,region,row_index,21_value,22_value
118107,1207,,8337,2837620,921978
118108,1208,,8338,3192252,1131494
119100,1303,,8343,63893481,44461796
119101,1304,,8344,13458962,5221623
119102,1305,,8345,12249599,6106487
120107,1404,,8350,3230704,1056090
120105,1405,,8351,4611694,1982485
120101,1406,,8352,68929754,52045165
120102,1407,,8353,5581340,2115016
120103,1408,,8354,4471508,1444294
120104,1409,,8355,3744355,1306116
120106,14010,,8356,3826306,1345896
128113,1503,,8359,9555366,3243054
128111,1504,,8360,14512219,4360200
128112,1505,,8361,2506823,948264
128109,1506,,8362,23741306,10463206
128110,1507,,8363,8229862,2589642
129100,1603,,8366,26122756,9955553
129106,1604,,8367,20962258,9831429
129104,1605,,8368,5792654,1985239
129103,1606,,8369,3526767,1029479
129101,1607,,8370,2415974,734967
129107,1608,,8371,3348905,1168163
129108,1609,,8372,2595378,762841
121113,1704,,8376,3787118,1879340
121114,1705,,8377,15691465,11845954
121121,1706,,8378,11309114,5707840
121115,1707,,8379,3764953,1304908
121119,1708,,8380,2860194,981353
121117,1709,,8381,12565549,5701266
121116,17010,,8382,3013588,1215545
121118,17011,,8383,2448526,901478
121111,17012,,8384,2744283,913927
121110,17013,,8385,12230638,7046417
121120,17014,,8386,3503374,1337868
121112,17015,,8387,2547577,1054549
121109,17016,,8388,88124414,66556286
200717,17017,,8389,14680178,7389192
122100,1803,,8392,58672291,40479274
122101,1804,,8393,2005246,600141
122102,1805,,8394,2258911,598561
122103,1806,,8395,3862591,1065280
122104,1807,,8396,6983058,1782158
122105,1808,,8397,4015025,1125073
122106,1809,,8398,3227023,749265
122200,18011,,8400,2959654,754453
123100,1903,,8403,51691574,30565860
123103,1904,,8404,2285490,532126
123101,1905,,8405,4124338,1481615
123102,1906,,8406,3210738,664742
123105,1908,,8408,1654744,443247
124130,2003,,8411,6572546,1793846
124120,2005,,8413,2841470,1401000
124115,2006,,8414,2664893,1047449
124145,2007,,8415,2344351,864530
124110,2008,,8416,2010034,1051565
124125,2009,,8417,2308159,1011964
124140,20010,,8418,1640473,533215
124105,20011,,8419,85528894,56673035
125104,2104,,8425,2363435,514414
125102,2105,,8426,2663015,950230
125103,2106,,8427,3106378,762442
125100,2107,,8428,38668639,17812264
125101,2108,,8429,14282639,5867143
126102,2203,,8434,3609386,1478820
126101,2204,,8435,14758314,5617074
126100,2205,,8436,49183753,29185353
126704,22012,,8443,1689822,791390
112103,2303,,8446,18587400,25296385
112102,2304,,8447,34120989,27365592
112101,2305,,8448,32381849,16720828
112100,2306,,8449,52942559,67015555
112106,2307,,8450,5045731,1849377
112104,2308,,8451,14657122,11361149
112105,2309,,8452,4380800,1890050
112107,23010,,8453,5342534,3666832
114104,23011,,--,--,--
111195,2405,,8458,71915289,32346066
111100,2404,,8457,78256611,48170014
111101,2406,,8459,72629935,41843886
111351,3001,,8496,50250316,35278797
113100,2503,,8463,86210607,68234902
113160,2504,,8464,6413525,12024005
113130,2505,,8465,27131886,13900540
113150,2506,,8466,13177736,3835797
113170,2507,,8467,5638138,1831657
113180,2508,,8468,37915758,20479020
109104,2604,,8472,3210274,757666
109101,2605,,8473,33927217,15090933
109100,2606,,8474,72267203,53933894
109103,2607,,8475,18614634,15708175
109102,2608,,8476,15486762,6587341
110160,2704,,8480,5091334,1372387
110150,2705,,8481,18216599,9177507
110140,2706,,8482,8816853,3338211
110130,2707,,8483,20306712,11327360
110120,2708,,8484,72417001,34646118
110100,2709,,8485,72691313,65774777
110110,27010,,8486,9232552,10111732
114101,2803,,8490,0,0
114102,2804,,8491,126580381,80047132
114105,2805,,8492,11610047,4358931
114103,2807,,8494,9095515,6358245
133150,3202,,--,--,--
133165,3203,,--,--,--
133160,3204,,--,--,--
133170,3205,,--,--,--
133155,3206,,--,--,--
123104,1907,,8407,1764740,528566
104102,405,,8241,2215199,488199
133150,3302,,8500,25923666,9410999
133165,3303,,8501,6513113,2880001
133160,3304,,8502,3053811,983548
133170,3305,,8503,1735075,448106
133155,3306,,8504,14946285,5591278
111351,3101,,8497,6708528,5679355
