hospital_id,hospital_fns_id,region,row_index,21_value,22_value
116110,10013,,8317,8679245,3432894
116111,10014,,8318,11000789,3914179
116112,10015,,8319,2776414,826886
117101,1103,,8322,77781002,46802645
117102,1104,,8323,22816265,13980123
117103,1105,,8324,6040623,3347287
117104,1106,,8325,4796673,2416942
117106,1107,,8326,4375334,2243488
117108,1108,,8327,5125480,2401303
117107,1109,,8328,3935174,1930907
118100,1203,,8333,143943162,93658895
118103,1204,,8334,14385195,11965484
118105,1205,,8335,22044229,6362014
118106,1206,,8336,16962943,6983305
118107,1207,,8337,3525135,1169899
118108,1208,,8338,3592943,1603782
119100,1303,,8343,77688354,63561830
119101,1304,,8344,16550595,6315713
119102,1305,,8345,15616291,7209052
120107,1404,,8350,3952610,1594434
120105,1405,,8351,5290916,2849575
120101,1406,,8352,88082228,68262057
120102,1407,,8353,6979661,2836861
120103,1408,,8354,5187772,1822488
120104,1409,,8355,4838852,1830466
120106,14010,,8356,4692137,1841742
128113,1503,,8359,11046927,5920817
128111,1504,,8360,15978985,6665294
128112,1505,,8361,3124573,1335413
128109,1506,,8362,28913959,14716964
128110,1507,,8363,9866213,3680076
129100,1603,,8366,37176582,15535925
129106,1604,,8367,27517215,12580220
129104,1605,,8368,6992378,2539962
129103,1606,,8369,5367666,2324551
129101,1607,,8370,3350507,1188382
129107,1608,,8371,4525461,1738098
129108,1609,,8372,3448023,940982
121113,1704,,8376,4282915,2434039
121114,1705,,8377,19334372,18744562
121121,1706,,8378,15883938,7757881
121115,1707,,8379,4820095,2680876
121119,1708,,8380,3301681,1380060
121117,1709,,8381,15672961,9109683
121116,17010,,8382,3172380,1385038
121118,17011,,8383,2939274,1076790
121111,17012,,8384,3123403,1313758
121110,17013,,8385,15113795,9357354
121120,17014,,8386,4070595,1983257
121112,17015,,8387,2951818,1358443
121109,17016,,8388,104472193,84456382
200717,17017,,8389,32031462,19050293
122100,1803,,8392,73996333,51580073
122101,1804,,8393,2338529,889084
122102,1805,,8394,2506738,908499
122103,1806,,8395,4797067,1193477
122104,1807,,8396,8839266,3134198
122105,1808,,8397,5094052,1362866
122106,1809,,8398,3608566,749108
122200,18011,,8400,3580030,1305136
123100,1903,,8403,62421307,37636490
123103,1904,,8404,2681528,801565
123101,1905,,8405,5148329,2183451
123102,1906,,8406,3641661,942974
123105,1908,,8408,1969900,619266
124130,2003,,8411,7469134,2637095
124120,2005,,8413,3467355,1659975
124115,2006,,8414,3312257,1430055
124145,2007,,8415,2978948,1273369
124110,2008,,8416,3006329,1326770
124125,2009,,8417,2959711,1378460
124140,20010,,8418,2178707,701669
124105,20011,,8419,103367070,74074908
125104,2104,,8425,3010467,853679
125102,2105,,8426,3151986,1338598
125103,2106,,8427,5261281,1727267
125100,2107,,8428,48817119,26259166
125101,2108,,8429,15039667,9303932
126102,2203,,8435,4471016,1669840
126101,2204,,8436,18238183,6253473
126100,2205,,8437,62417246,36795123
126704,22012,,8444,2113913,931490
112103,2303,,8447,21005748,28438633
112102,2304,,8448,41249899,35947383
112101,2305,,8449,36847157,21412708
112100,2306,,8450,67013312,81882076
112106,2307,,8451,6156188,2086897
112104,2308,,8452,18166876,12897917
112105,2309,,8453,5843684,1608735
112107,23010,,8454,8107373,5347980
114104,23011,,8455,24722844,12546037
111195,2405,,8460,78923716,34486517
111100,2404,,8459,91965731,68030368
111101,2406,,8461,96323272,52427655
111351,3001,,8497,7562490,5894704
113100,2503,,8465,98526292,71304081
113160,2504,,8466,7597518,12718416
113130,2505,,8467,33455227,15834437
113150,2506,,8468,17255756,5625502
113170,2507,,8469,6313719,1938830
113180,2508,,8470,45266099,22119448
109104,2604,,8474,4400115,1246956
109101,2605,,8475,42714653,18943463
109100,2606,,8476,89552312,54044327
109103,2607,,8477,23398645,16390726
109102,2608,,8478,18550430,8044890
110160,2704,,8482,6149977,2428811
110150,2705,,8483,24382514,11099607
110140,2706,,8484,10835797,4531414
110130,2707,,8485,21593899,11680609
110120,2708,,8486,83653525,64148526
110100,2709,,8487,82407082,85379659
110110,27010,,8488,10664172,13958030
114101,2803,,8491,149670841,105839744
114102,2804,,8492,13010824,5263279
114105,2805,,8493,77285647,62169090
114103,2807,,8495,64681059,39863502
133150,3202,,8500,31795628,12496949
133165,3203,,8501,10097454,4294113
133160,3204,,8502,3837559,1185868
133170,3205,,8503,2248245,669386
133155,3206,,8504,19294131,8009379
123104,1907,,8407,2199899,764107
104102,405,,8241,2656123,696604
133150,3302,,--,--,--
133165,3303,,--,--,--
133160,3304,,--,--,--
133170,3305,,--,--,--
133155,3306,,--,--,--
111351,3101,,8498,7352516,7088240
