"","IdEstablecimiento","OriginalGRD","Prediction"
"1",101100,0.81611,0.84455544264181
"2",102100,0.84778,0.876278964899164
"3",103100,1.02725,1.00358769019248
"4",103101,0.80065,0.776430498722732
"5",103102,-1,0.757358869248661
"6",103103,-1,0.759594822054276
"7",103104,-1,0.759622299635072
"8",104100,0.87544,0.898461895961062
"9",104101,-1,0.76024959812392
"10",104102,-1,0.758796303057135
"11",104103,0.77418,0.745713948892751
"12",104104,-1,0.760094393980244
"13",105100,0.89916,0.927514761896266
"14",105101,0.96235,0.954812036220149
"15",105102,0.76395,0.804027754721435
"16",105103,-1,0.760371679470288
"17",105104,-1,0.756905183402912
"18",105105,-1,0.759975008066899
"19",105106,-1,0.761630433545878
"20",105107,-1,0.751718086210321
"21",105108,-1,0.760959841753599
"22",106100,0.99857,1.00455401071101
"23",106102,1.2232,1.1946571062676
"24",106103,0.71668,0.716691649316717
"25",106104,-1,0.756239650996286
"26",106105,-1,0.755837204248
"27",107100,1.14755,1.0063302056475
"28",107101,0.82345,0.852037446464185
"29",107102,0.74504,0.757248949026712
"30",107103,-1,0.747122320200281
"31",107104,-1,0.74969312763256
"32",107105,-1,0.766037527300645
"33",107106,-1,0.75806107269641
"34",107107,-1,0.765439644823947
"35",107108,-1,0.746870782851322
"36",107109,-1,0.75545048024094
"37",107110,-1,0.753392066366693
"38",108100,0.83973,0.868239750452861
"39",108101,0.8998,0.928213216719748
"40",108102,-1,0.755585354886391
"41",108104,-1,0.760967581032327
"42",108105,-1,0.760696923857411
"43",109100,0.89589,0.924382075063259
"44",109101,1.12028,1.09189755699082
"45",109102,-1,0.763594318713589
"46",109103,-1,0.999113390663884
"47",109104,-1,0.760520715253585
"48",110100,1.11538,1.08695757942551
"49",110110,1.09536,1.06691969905987
"50",110120,0.94823,0.976645841829328
"51",110130,0.85814,0.731710738881658
"52",110140,-1,0.891559934051488
"53",110150,0.6819,0.710447069070112
"54",110160,-1,0.749985738869961
"55",111100,0.89665,1.00065088291466
"56",111101,1.00437,1.00598535681254
"57",111195,1.50003,1.19852417344703
"58",111351,-1,0.738070507901308
"59",112100,0.99852,1.00239993382753
"60",112101,0.83,0.858431873897081
"61",112102,1.24681,1.20761799762253
"62",112103,2.37489,1.21054220551326
"63",112104,1.8753,0.972010210576958
"64",112105,-1,0.786371171959909
"65",112106,-1,0.759803944621046
"66",112107,-1,0.755692944083233
"67",113100,1.10732,0.997383091455098
