"","IdEstablecimiento","OriginalGRD","Prediction"
"1",102100,0.9486,0.972708600708678
"2",103102,-,0.935917950303457
"3",103101,0.9312,0.928821607757562
"4",103104,-,1.13535191587718
"5",103100,1.1642,1.13230448810137
"6",103103,-,1.04327210724342
"7",104103,0.8526,0.837393486426998
"8",104104,-,1.14864502398881
"9",104100,0.8541,0.903929056989578
"10",104102,-,0.954905916756636
"11",104101,-,0.966789588412712
"12",105105,-,0.926796918992607
"13",105104,-,0.87424402279721
"14",105103,0.6709,0.707824584352595
"15",105108,-,0.810378945381451
"16",105102,0.9239,0.935788538894509
"17",105107,-,0.966717400216152
"18",105101,1.06,1.09721943395445
"19",105100,1.0353,0.984932066059925
"20",105106,-,1.10750435753568
"21",107110,-,1.17515182541162
"22",106103,0.7693,0.81540802014549
"23",106105,-,1.05024291238579
"24",106102,1.2613,1.29120711266336
"25",107102,0.8274,0.807271692149741
"26",106100,1.1529,1.16884866144792
"27",107109,-,1.1185122821165
"28",107100,1.2488,1.14490901542298
"29",106104,-,1.19788470543442
"30",107101,0.8968,0.947400746850435
"31",107104,-,0.96957548752525
"32",108101,0.9108,0.921332193431181
"33",112107,-,0.912920401191935
"34",107107,-,0.986355016796877
"35",107105,-,0.882444155436085
"36",108105,-,1.24175655437626
"37",107106,-,0.797115840340205
"38",108100,0.9293,0.879480080565778
"39",107108,-,0.908994898236195
"40",107103,-,0.844792687740144
"41",108104,-,1.18450712057065
"42",108102,-,1.05772286215064
"43",115104,-,0.865406285467868
"44",115113,-,1.12546165020951
"45",115108,-,0.995953803433886
"46",115109,-,0.998442322675026
"47",115110,0.813,0.881140021804529
"48",115107,1.0019,1.01943219122486
"49",115105,-,0.728572171908402
"50",115111,-,1.02943513137998
"51",115112,-,0.944838447034202
"52",115106,-,0.96473842698945
"53",115102,-,1.07877318054034
"54",115100,1.1737,1.15093445990074
"55",115114,-,1.12528020251343
"56",115101,-,0.937946601870674
"57",115103,-,1.14384045965641
"58",116108,0.9013,0.874111584092079
"59",116112,-,1.15780124420048
"60",116109,0.858,0.840035121659748
"61",116105,1.1496,1.16166365315458
"62",116107,0.7976,0.815517709888597
"63",116104,-,1.08988357349291
"64",116106,-,1.09578009249965
"65",116103,-,1.10750909281605
"66",116101,-,0.97454509472198
"67",116111,0.6906,0.816861077389569
"68",116102,-,1.1249933976819
"69",116110,0.7539,0.806675781023568
"70",116100,0.9228,0.967966163089699
"71",120104,-,0.960689047605251
"72",128112,-,1.03471178232156
"73",128111,-,0.776692772392642
"74",120102,-,0.89576144675089
"75",120106,-,0.865145198504606
"76",128110,-,0.971100310698465
"77",120103,-,0.78488261705977
"78",128109,0.7373,0.753202773094246
"79",120101,0.9865,1.03272417867077
"80",120105,-,0.750624099184843
"81",120107,-,0.991536197942324
"82",118107,-,1.11994297781746
"83",128113,-,0.905593065138483
"84",118103,1.0985,1.12735001368527
"85",118106,0.7684,0.723795125236998
"86",119101,0.8295,0.868392394105277
"87",119102,0.8691,0.842088411515197
"88",119100,1.0611,1.13803466613022
"89",118108,-,1.14169780203111
"90",118100,1.2976,1.2529380334099
"91",121110,0.841,0.886136448957166
"92",121112,-,0.983538917787098
"93",121115,-,0.86371268993328
"94",121109,1.1538,1.16336246758827
"95",121118,-,0.903595947151622
"96",200717,1.294,1.22826877670955
"97",121116,-,0.906424123167753
"98",121121,0.6359,0.704449494982702
"99",121119,-,0.893140381768333
"100",121120,-,0.814987175868185
"101",121113,-,0.876478930024409
"102",121114,0.9014,0.879530416858043
"103",129107,-,0.970307203651805
"104",129108,-,1.0441985891173
"105",129104,-,0.878156427316547
"106",121111,-,0.882424156192595
"107",129100,0.8299,0.846026192772765
"108",121117,0.9449,0.917181206644508
"109",129101,-,1.05969415259123
"110",129103,-,0.972007309471871
"111",129106,0.8801,0.931128622529359
"112",123105,-,1.1615325506847
"113",123104,-,1.17570911369131
"114",123100,0.9724,1.02068924639565
"115",123102,-,1.07884485001536
"116",123101,0.7545,0.868354120579571
"117",123103,-,1.11964937901634
"118",124115,-,1.0883263482986
"119",124120,-,1.07834745796185
"120",124110,-,1.09488459483708
"121",124105,1.0634,1.1088140966542
"122",124130,-,0.834418755801642
"123",124125,-,1.1594831185027
"124",133150,0.8367,0.847332209233229
"125",133170,-,1.07827271841712
"126",200076,-,1.16663154495639
"127",133165,-,0.777080314160241
"128",124145,-,1.0105517490131
"129",124140,-,1.19718948890928
"130",133160,-,1.04181303071386
"131",133155,-,0.74810037167125
"132",125103,-,1.10949329233089
"133",125104,-,1.11240058664517
"134",125102,-,1.10381506333294
"135",125100,0.9257,0.976512548084065
"136",125101,-,0.800480449797128
"137",126101,-,1.04896270751976
"138",126100,1.1723,1.11520956669236
"139",126102,-,1.09381981823004
"140",126704,-,1.09812654691203
"141",109103,1.156,1.20933471364877
"142",111195,1.6671,1.58398591646251
"143",114104,3.4079,1.39778227137981
"144",113130,1.1478,1.16988808834789
"145",113100,1.0949,1.13971929308018
"146",113160,1.2848,1.22116151245167
"147",112101,0.8725,0.924019215304499
"148",111101,1.1488,1.12074669328078
"149",114105,1.1274,1.14124900501218
"150",114103,0.9737,1.02171554500924
"151",114101,1.1491,1.14406227814428
"152",113170,-,1.50607555960529
"153",113180,0.9676,1.01231653848814
"154",110140,0.7766,0.834345095256599
"155",114102,1.4101,1.23944392517661
"156",110130,0.8661,0.90822370854464
"157",110150,0.7671,0.827019067173265
"158",113150,0.738,0.801911360875021
"159",110100,1.2862,1.19787494241076
"160",112103,2.3067,1.55207123872233
"161",111100,1.0091,1.052755342222
"162",109104,-,1.09207099571608
"163",109100,0.9686,1.01683466245022
"164",109101,1.3251,1.26111829093667
"165",110120,1.0216,0.949310038122936
"166",110160,-,1.0694279227122
"167",109102,-,1.17958642656254
"168",112104,1.9684,1.4972008682375
"169",112102,1.6276,1.52699221992767
"170",112106,-,1.2165187269084
"171",110110,1.25,1.19811154146581
"172",112105,-,1.02397561795994
"173",112100,1.4069,1.34305770316184
"174",122103,-,0.912709923794834
"175",122104,-,0.763490497137088
"176",122106,-,0.97457258520179
"177",122105,-,0.844176845264625
"178",122102,-,0.963654938307578
"179",122100,1.0516,1.08441339776134
"180",122200,-,0.997446725817613
"181",122101,-,1.0438701006672
"182",101100,0.9804,1.002809471643
"183",117104,-,0.906901165068713
"184",117106,-,0.927267288560989
"185",117102,0.7874,0.78496257657759
"186",117108,-,0.797265795246935
"187",117101,0.9798,1.01521572015767
"188",117103,-,0.825304534340493
"189",117107,-,0.877217759815337
"190",111351,-,1.03404777912159
"191",113190,-,1.10536294355212
"192",114204,-,1.23771513043011
"193",118105,0.6961,0.750845618430523
"194",121200,-,0.856678025431487
"195",121201,-,1.1826467618478
"196",122201,-,1.04588978210235
"197",124380,-,1.18303210473695
